path	line	matches	classification	reason
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	105	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	106	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	107	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	108	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	109	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	110	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	111	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	112	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	113	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	114	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	115	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	116	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	117	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	118	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	119	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	120	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	121	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	122	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	123	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	124	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	125	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	126	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	127	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	128	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	129	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	130	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	131	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	132	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	133	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	134	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	135	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	136	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	137	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	138	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	139	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	140	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	141	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	142	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	143	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	144	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	145	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	146	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	147	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	148	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	149	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	150	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	151	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	152	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	153	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	154	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	155	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	156	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	157	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	158	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	159	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	160	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	161	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	162	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	163	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	164	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	165	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	166	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	167	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	168	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	169	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	170	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	171	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	172	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	173	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	174	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	175	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	176	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	177	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	178	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	179	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	180	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	181	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	182	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	183	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	184	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	185	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	186	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	187	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	188	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	189	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	190	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	191	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	192	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	193	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	194	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	195	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	196	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	197	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	198	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	199	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	200	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	201	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	202	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	203	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	204	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	205	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	206	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	207	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	208	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	209	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	210	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	211	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	212	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	213	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	214	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	215	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	216	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	217	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	218	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	219	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	220	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	221	1	attribution/history	Inherited community attribution
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	222	1	attribution/history	Inherited community attribution
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	223	2	attribution/history	Inherited community attribution
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	224	2	attribution/history	Inherited community attribution
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	225	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	226	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	227	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	228	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	229	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	230	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	231	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	232	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	233	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	234	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	235	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	236	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	237	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	238	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	239	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	240	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	241	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	242	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	243	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	244	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	245	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	246	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	247	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	248	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	249	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	250	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	251	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	252	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	253	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	254	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	255	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	256	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	257	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	258	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	259	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	260	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	261	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	262	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	263	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	264	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	265	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	266	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	267	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	268	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	269	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	270	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	271	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	272	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	273	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	274	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	275	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	276	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	277	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	278	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	279	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	280	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	281	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	282	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	283	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	284	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	285	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	286	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	287	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	288	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	289	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	290	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	291	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	292	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	293	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	294	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	295	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	296	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	297	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	298	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	299	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	300	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	301	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	302	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	303	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	304	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	305	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	306	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	307	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	308	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	309	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	310	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	311	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	312	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	313	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	314	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	315	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	316	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	317	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	318	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	319	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	320	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	321	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	322	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	323	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	324	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	325	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Strings/Strings/ja.lproj/QwengramLocalizable.strings	326	1	temporary dependency	Live inherited module/type/localization identifier or integration
